enrollment_id,student_id,course_id,marks_obtained,grade,grade_point,attendance_percentage,semester,academic_year
25183,STU2024ME0785,CRS_ME203,94.5,O,10.0,90.5,2,2023-2024
25184,STU2024ME0785,CRS_ME301,78.1,A,8.0,86.3,3,2024-2025
25185,STU2024ME0785,CRS_ME302,84.7,A+,9.0,88.8,3,2024-2025
25186,STU2024ME0785,CRS_ME303,69.0,B+,7.0,86.3,3,2024-2025
25187,STU2024ME0785,CRS_ME401,69.8,B+,7.0,79.8,4,2024-2025
25188,STU2024ME0785,CRS_ME402,74.1,A,8.0,77.7,4,2024-2025
25189,STU2024ME0785,CRS_ME403,70.2,A,8.0,91.6,4,2024-2025
25190,STU2024ME0785,CRS_ME501,64.1,B+,7.0,82.0,5,2025-2026
25191,STU2024ME0785,CRS_ME502,78.7,A,8.0,88.8,5,2025-2026
25192,STU2024ME0785,CRS_ME503,65.1,B+,7.0,79.7,5,2025-2026
25193,STU2024ME0785,CRS_ME601,67.3,B+,7.0,86.8,6,2025-2026
25194,STU2024ME0785,CRS_ME602,83.1,A+,9.0,77.1,6,2025-2026
25195,STU2024ME0785,CRS_ME603,82.3,A+,9.0,87.3,6,2025-2026
25196,STU2024ME0785,CRS_ME701,44.9,C,5.0,86.1,7,2026-2027
25197,STU2024ME0785,CRS_ME702,70.6,A,8.0,86.2,7,2026-2027
25198,STU2024ME0785,CRS_ME703,77.8,A,8.0,77.2,7,2026-2027
25199,STU2024ME0785,CRS_ME801,99.0,O,10.0,75.5,8,2026-2027
25200,STU2024ME0785,CRS_ME802,49.8,C,5.0,76.2,8,2026-2027
25201,STU2024ME0785,CRS_ME803,68.5,B+,7.0,80.9,8,2026-2027
25202,STU2024ME0786,CRS_ME101,82.8,A+,9.0,85.9,1,2023-2024
25203,STU2024ME0786,CRS_ME102,67.0,B+,7.0,82.2,1,2023-2024
25204,STU2024ME0786,CRS_ME103,67.6,B+,7.0,76.0,1,2023-2024
25205,STU2024ME0786,CRS_ME104,58.3,B,6.0,83.0,1,2023-2024
25206,STU2024ME0786,CRS_ME201,71.2,A,8.0,76.7,2,2023-2024
25207,STU2024ME0786,CRS_ME202,66.2,B+,7.0,87.0,2,2023-2024
25208,STU2024ME0786,CRS_ME203,72.1,A,8.0,79.7,2,2023-2024
25209,STU2024ME0786,CRS_ME301,70.4,A,8.0,83.9,3,2024-2025
25210,STU2024ME0786,CRS_ME302,74.2,A,8.0,75.1,3,2024-2025
25211,STU2024ME0786,CRS_ME303,74.0,A,8.0,76.7,3,2024-2025
25212,STU2024ME0786,CRS_ME401,82.9,A+,9.0,80.8,4,2024-2025
25213,STU2024ME0786,CRS_ME402,74.5,A,8.0,77.1,4,2024-2025
25214,STU2024ME0786,CRS_ME403,67.3,B+,7.0,83.0,4,2024-2025
25215,STU2024ME0786,CRS_ME501,85.5,A+,9.0,83.2,5,2025-2026
25216,STU2024ME0786,CRS_ME502,65.4,B+,7.0,89.4,5,2025-2026
25217,STU2024ME0786,CRS_ME503,83.4,A+,9.0,82.4,5,2025-2026
25218,STU2024ME0786,CRS_ME601,65.6,B+,7.0,82.2,6,2025-2026
25219,STU2024ME0786,CRS_ME602,99.0,O,10.0,76.1,6,2025-2026
25220,STU2024ME0786,CRS_ME603,67.4,B+,7.0,89.7,6,2025-2026
25221,STU2024ME0786,CRS_ME701,86.1,A+,9.0,90.8,7,2026-2027
25222,STU2024ME0786,CRS_ME702,59.7,B,6.0,87.2,7,2026-2027
25223,STU2024ME0786,CRS_ME703,99.0,O,10.0,86.7,7,2026-2027
25224,STU2024ME0786,CRS_ME801,70.5,A,8.0,77.0,8,2026-2027
25225,STU2024ME0786,CRS_ME802,63.8,B+,7.0,76.1,8,2026-2027
25226,STU2024ME0786,CRS_ME803,78.5,A,8.0,83.0,8,2026-2027
25227,STU2024ME0787,CRS_ME101,79.4,A,8.0,86.9,1,2022-2023
25228,STU2024ME0787,CRS_ME102,75.2,A,8.0,85.1,1,2022-2023
25229,STU2024ME0787,CRS_ME103,68.5,B+,7.0,85.3,1,2022-2023
25230,STU2024ME0787,CRS_ME104,69.5,B+,7.0,78.8,1,2022-2023
25231,STU2024ME0787,CRS_ME201,66.9,B+,7.0,80.8,2,2022-2023
25232,STU2024ME0787,CRS_ME202,77.8,A,8.0,88.1,2,2022-2023
25233,STU2024ME0787,CRS_ME203,68.8,B+,7.0,78.5,2,2022-2023
25234,STU2024ME0787,CRS_ME301,85.2,A+,9.0,91.3,3,2023-2024
25235,STU2024ME0787,CRS_ME302,81.8,A+,9.0,78.8,3,2023-2024
25236,STU2024ME0787,CRS_ME303,80.6,A+,9.0,82.2,3,2023-2024
25237,STU2024ME0787,CRS_ME401,66.2,B+,7.0,92.0,4,2023-2024
25238,STU2024ME0787,CRS_ME402,62.9,B+,7.0,82.2,4,2023-2024
25239,STU2024ME0787,CRS_ME403,80.4,A+,9.0,79.2,4,2023-2024
25240,STU2024ME0787,CRS_ME501,77.1,A,8.0,77.5,5,2024-2025
25241,STU2024ME0787,CRS_ME502,79.2,A,8.0,86.3,5,2024-2025
25242,STU2024ME0787,CRS_ME503,70.5,A,8.0,82.7,5,2024-2025
25243,STU2024ME0787,CRS_ME601,68.0,B+,7.0,79.1,6,2024-2025
25244,STU2024ME0787,CRS_ME602,81.4,A+,9.0,84.6,6,2024-2025
25245,STU2024ME0787,CRS_ME603,66.5,B+,7.0,78.6,6,2024-2025
25246,STU2024ME0787,CRS_ME701,83.0,A+,9.0,83.1,7,2025-2026
25247,STU2024ME0787,CRS_ME702,78.3,A,8.0,84.8,7,2025-2026
25248,STU2024ME0787,CRS_ME703,67.6,B+,7.0,83.7,7,2025-2026
25249,STU2024ME0787,CRS_ME801,78.2,A,8.0,77.5,8,2025-2026
25250,STU2024ME0787,CRS_ME802,80.7,A+,9.0,82.1,8,2025-2026
25251,STU2024ME0787,CRS_ME803,85.3,A+,9.0,87.2,8,2025-2026
25252,STU2024ME0788,CRS_ME101,67.3,B+,7.0,83.0,1,2022-2023
25253,STU2024ME0788,CRS_ME102,70.3,A,8.0,88.7,1,2022-2023
25254,STU2024ME0788,CRS_ME103,87.4,A+,9.0,75.5,1,2022-2023
25255,STU2024ME0788,CRS_ME104,78.3,A,8.0,76.9,1,2022-2023
25256,STU2024ME0788,CRS_ME201,67.9,B+,7.0,86.6,2,2022-2023
25257,STU2024ME0788,CRS_ME202,84.0,A+,9.0,88.9,2,2022-2023
25258,STU2024ME0788,CRS_ME203,87.7,A+,9.0,83.7,2,2022-2023
25259,STU2024ME0788,CRS_ME301,75.8,A,8.0,83.6,3,2023-2024
25260,STU2024ME0788,CRS_ME302,84.1,A+,9.0,83.7,3,2023-2024
25261,STU2024ME0788,CRS_ME303,72.0,A,8.0,86.8,3,2023-2024
25262,STU2024ME0788,CRS_ME401,77.2,A,8.0,79.1,4,2023-2024
25263,STU2024ME0788,CRS_ME402,78.3,A,8.0,82.2,4,2023-2024
25264,STU2024ME0788,CRS_ME403,65.5,B+,7.0,89.2,4,2023-2024
25265,STU2024ME0788,CRS_ME501,68.3,B+,7.0,83.0,5,2024-2025
25266,STU2024ME0788,CRS_ME502,78.4,A,8.0,75.5,5,2024-2025
25267,STU2024ME0788,CRS_ME503,93.2,O,10.0,78.9,5,2024-2025
25268,STU2024ME0788,CRS_ME601,67.2,B+,7.0,88.8,6,2024-2025
25269,STU2024ME0788,CRS_ME602,63.3,B+,7.0,91.9,6,2024-2025
25270,STU2024ME0788,CRS_ME603,73.1,A,8.0,92.0,6,2024-2025
25271,STU2024ME0788,CRS_ME701,99.0,O,10.0,90.8,7,2025-2026
25272,STU2024ME0788,CRS_ME702,82.6,A+,9.0,88.1,7,2025-2026
25273,STU2024ME0788,CRS_ME703,79.1,A,8.0,78.9,7,2025-2026
25274,STU2024ME0788,CRS_ME801,68.2,B+,7.0,82.3,8,2025-2026
25275,STU2024ME0788,CRS_ME802,93.7,O,10.0,77.6,8,2025-2026
25276,STU2024ME0788,CRS_ME803,77.0,A,8.0,76.3,8,2025-2026
25277,STU2024ME0789,CRS_ME101,76.0,A,8.0,83.9,1,2024-2025
25278,STU2024ME0789,CRS_ME102,76.2,A,8.0,86.3,1,2024-2025
25279,STU2024ME0789,CRS_ME103,71.9,A,8.0,79.4,1,2024-2025
25280,STU2024ME0789,CRS_ME104,93.8,O,10.0,83.2,1,2024-2025
25281,STU2024ME0789,CRS_ME201,57.2,B,6.0,90.1,2,2024-2025
25282,STU2024ME0789,CRS_ME202,71.9,A,8.0,85.9,2,2024-2025
25283,STU2024ME0789,CRS_ME203,63.9,B+,7.0,87.8,2,2024-2025
25284,STU2024ME0789,CRS_ME301,71.5,A,8.0,80.4,3,2025-2026
25285,STU2024ME0789,CRS_ME302,88.1,A+,9.0,86.9,3,2025-2026
25286,STU2024ME0789,CRS_ME303,95.5,O,10.0,84.1,3,2025-2026
25287,STU2024ME0789,CRS_ME401,66.4,B+,7.0,86.3,4,2025-2026
25288,STU2024ME0789,CRS_ME402,76.4,A,8.0,78.3,4,2025-2026
25289,STU2024ME0789,CRS_ME403,77.1,A,8.0,86.7,4,2025-2026
25290,STU2024ME0789,CRS_ME501,47.0,C,5.0,87.6,5,2026-2027
25291,STU2024ME0789,CRS_ME502,67.9,B+,7.0,81.6,5,2026-2027
25292,STU2024ME0789,CRS_ME503,77.1,A,8.0,79.8,5,2026-2027
25293,STU2024ME0789,CRS_ME601,92.4,O,10.0,78.3,6,2026-2027
25294,STU2024ME0789,CRS_ME602,61.3,B+,7.0,83.5,6,2026-2027
25295,STU2024ME0789,CRS_ME603,77.7,A,8.0,87.3,6,2026-2027
25296,STU2024ME0789,CRS_ME701,80.2,A+,9.0,89.4,7,2027-2028
25297,STU2024ME0789,CRS_ME702,89.7,A+,9.0,76.0,7,2027-2028
25298,STU2024ME0789,CRS_ME703,67.9,B+,7.0,76.0,7,2027-2028
25299,STU2024ME0789,CRS_ME801,62.4,B+,7.0,83.8,8,2027-2028
25300,STU2024ME0789,CRS_ME802,67.5,B+,7.0,78.1,8,2027-2028
25301,STU2024ME0789,CRS_ME803,72.5,A,8.0,83.5,8,2027-2028
25302,STU2024ME0790,CRS_ME101,70.6,A,8.0,66.0,1,2021-2022
25303,STU2024ME0790,CRS_ME102,83.9,A+,9.0,72.5,1,2021-2022
25304,STU2024ME0790,CRS_ME103,72.3,A,8.0,67.4,1,2021-2022
25305,STU2024ME0790,CRS_ME104,48.8,C,5.0,78.0,1,2021-2022
25306,STU2024ME0790,CRS_ME201,62.2,B+,7.0,71.3,2,2021-2022
25307,STU2024ME0790,CRS_ME202,63.5,B+,7.0,80.6,2,2021-2022
25308,STU2024ME0790,CRS_ME203,67.7,B+,7.0,60.5,2,2021-2022
25309,STU2024ME0790,CRS_ME301,61.2,B+,7.0,82.7,3,2022-2023
25310,STU2024ME0790,CRS_ME302,70.5,A,8.0,69.6,3,2022-2023
25311,STU2024ME0790,CRS_ME303,54.9,B,6.0,69.1,3,2022-2023
25312,STU2024ME0790,CRS_ME401,86.8,A+,9.0,83.7,4,2022-2023
25313,STU2024ME0790,CRS_ME402,77.2,A,8.0,73.6,4,2022-2023
25314,STU2024ME0790,CRS_ME403,70.9,A,8.0,83.0,4,2022-2023
25315,STU2024ME0790,CRS_ME501,57.7,B,6.0,79.2,5,2023-2024
25316,STU2024ME0790,CRS_ME502,64.4,B+,7.0,60.5,5,2023-2024
25317,STU2024ME0790,CRS_ME503,53.0,B,6.0,75.0,5,2023-2024
25318,STU2024ME0790,CRS_ME601,79.6,A,8.0,78.7,6,2023-2024
25319,STU2024ME0790,CRS_ME602,87.5,A+,9.0,82.3,6,2023-2024
25320,STU2024ME0790,CRS_ME603,82.3,A+,9.0,69.3,6,2023-2024
25321,STU2024ME0790,CRS_ME701,38.9,P,4.0,71.7,7,2024-2025
25322,STU2024ME0790,CRS_ME702,65.3,B+,7.0,63.8,7,2024-2025
25323,STU2024ME0790,CRS_ME703,36.1,P,4.0,81.5,7,2024-2025
25324,STU2024ME0790,CRS_ME801,81.7,A+,9.0,68.6,8,2024-2025
25325,STU2024ME0790,CRS_ME802,60.6,B+,7.0,64.4,8,2024-2025
25326,STU2024ME0790,CRS_ME803,28.8,F,0.0,65.1,8,2024-2025
25327,STU2024ME0791,CRS_ME101,73.8,A,8.0,78.5,1,2022-2023
25328,STU2024ME0791,CRS_ME102,90.6,O,10.0,75.5,1,2022-2023
25329,STU2024ME0791,CRS_ME103,92.4,O,10.0,81.0,1,2022-2023
25330,STU2024ME0791,CRS_ME104,71.5,A,8.0,79.2,1,2022-2023
25331,STU2024ME0791,CRS_ME201,79.3,A,8.0,82.2,2,2022-2023
25332,STU2024ME0791,CRS_ME202,72.8,A,8.0,79.4,2,2022-2023
25333,STU2024ME0791,CRS_ME203,88.4,A+,9.0,75.4,2,2022-2023
25334,STU2024ME0791,CRS_ME301,77.2,A,8.0,84.5,3,2023-2024
25335,STU2024ME0791,CRS_ME302,68.9,B+,7.0,90.7,3,2023-2024
25336,STU2024ME0791,CRS_ME303,80.0,A+,9.0,84.8,3,2023-2024
25337,STU2024ME0791,CRS_ME401,80.0,A+,9.0,77.2,4,2023-2024
25338,STU2024ME0791,CRS_ME402,74.2,A,8.0,87.6,4,2023-2024
25339,STU2024ME0791,CRS_ME403,73.5,A,8.0,75.1,4,2023-2024
25340,STU2024ME0791,CRS_ME501,88.8,A+,9.0,83.9,5,2024-2025
25341,STU2024ME0791,CRS_ME502,76.3,A,8.0,87.6,5,2024-2025
25342,STU2024ME0791,CRS_ME503,61.2,B+,7.0,84.0,5,2024-2025
25343,STU2024ME0791,CRS_ME601,65.1,B+,7.0,76.6,6,2024-2025
25344,STU2024ME0791,CRS_ME602,76.9,A,8.0,89.5,6,2024-2025
25345,STU2024ME0791,CRS_ME603,73.7,A,8.0,90.9,6,2024-2025
25346,STU2024ME0791,CRS_ME701,73.5,A,8.0,82.8,7,2025-2026
25347,STU2024ME0791,CRS_ME702,61.9,B+,7.0,79.6,7,2025-2026
25348,STU2024ME0791,CRS_ME703,81.6,A+,9.0,83.7,7,2025-2026
25349,STU2024ME0791,CRS_ME801,78.2,A,8.0,84.8,8,2025-2026
25350,STU2024ME0791,CRS_ME802,75.3,A,8.0,76.6,8,2025-2026
25351,STU2024ME0791,CRS_ME803,59.5,B,6.0,79.3,8,2025-2026
25352,STU2024ME0792,CRS_ME101,66.5,B+,7.0,83.6,1,2024-2025
25353,STU2024ME0792,CRS_ME102,61.3,B+,7.0,91.5,1,2024-2025
25354,STU2024ME0792,CRS_ME103,63.0,B+,7.0,84.9,1,2024-2025
25355,STU2024ME0792,CRS_ME104,64.2,B+,7.0,88.8,1,2024-2025
25356,STU2024ME0792,CRS_ME201,63.6,B+,7.0,90.1,2,2024-2025
25357,STU2024ME0792,CRS_ME202,66.3,B+,7.0,88.0,2,2024-2025
25358,STU2024ME0792,CRS_ME203,94.1,O,10.0,90.9,2,2024-2025
25359,STU2024ME0792,CRS_ME301,76.0,A,8.0,89.4,3,2025-2026
25360,STU2024ME0792,CRS_ME302,72.1,A,8.0,81.2,3,2025-2026
25361,STU2024ME0792,CRS_ME303,80.0,A+,9.0,79.6,3,2025-2026
25362,STU2024ME0792,CRS_ME401,54.9,B,6.0,77.5,4,2025-2026
25363,STU2024ME0792,CRS_ME402,73.9,A,8.0,83.0,4,2025-2026
25364,STU2024ME0792,CRS_ME403,80.9,A+,9.0,77.1,4,2025-2026
25365,STU2024ME0792,CRS_ME501,92.7,O,10.0,79.2,5,2026-2027
25366,STU2024ME0792,CRS_ME502,74.3,A,8.0,81.3,5,2026-2027
25367,STU2024ME0792,CRS_ME503,68.6,B+,7.0,89.6,5,2026-2027
25368,STU2024ME0792,CRS_ME601,62.1,B+,7.0,79.0,6,2026-2027
25369,STU2024ME0792,CRS_ME602,74.4,A,8.0,84.9,6,2026-2027
25370,STU2024ME0792,CRS_ME603,68.7,B+,7.0,80.6,6,2026-2027
25371,STU2024ME0792,CRS_ME701,70.1,A,8.0,80.8,7,2027-2028
25372,STU2024ME0792,CRS_ME702,75.2,A,8.0,77.5,7,2027-2028
25373,STU2024ME0792,CRS_ME703,67.6,B+,7.0,83.4,7,2027-2028
25374,STU2024ME0792,CRS_ME801,59.3,B,6.0,76.6,8,2027-2028
25375,STU2024ME0792,CRS_ME802,77.3,A,8.0,81.9,8,2027-2028
25376,STU2024ME0792,CRS_ME803,66.5,B+,7.0,78.0,8,2027-2028
25377,STU2024ME0793,CRS_ME101,76.0,A,8.0,61.3,1,2024-2025
25378,STU2024ME0793,CRS_ME102,45.1,C,5.0,72.7,1,2024-2025
25379,STU2024ME0793,CRS_ME103,82.3,A+,9.0,79.8,1,2024-2025
25380,STU2024ME0793,CRS_ME104,52.9,B,6.0,77.2,1,2024-2025
25381,STU2024ME0793,CRS_ME201,89.7,A+,9.0,76.0,2,2024-2025
25382,STU2024ME0793,CRS_ME202,37.6,P,4.0,68.3,2,2024-2025
25383,STU2024ME0793,CRS_ME203,80.0,A+,9.0,72.5,2,2024-2025
25384,STU2024ME0793,CRS_ME301,50.9,B,6.0,71.6,3,2025-2026
25385,STU2024ME0793,CRS_ME302,34.7,F,0.0,83.0,3,2025-2026
25386,STU2024ME0793,CRS_ME303,47.1,C,5.0,78.5,3,2025-2026
25387,STU2024ME0793,CRS_ME401,90.5,O,10.0,78.0,4,2025-2026
25388,STU2024ME0793,CRS_ME402,55.3,B,6.0,66.7,4,2025-2026
25389,STU2024ME0793,CRS_ME403,68.8,B+,7.0,80.3,4,2025-2026
25390,STU2024ME0793,CRS_ME501,55.5,B,6.0,84.9,5,2026-2027
25391,STU2024ME0793,CRS_ME502,62.6,B+,7.0,77.5,5,2026-2027
25392,STU2024ME0793,CRS_ME503,55.2,B,6.0,74.6,5,2026-2027
25393,STU2024ME0793,CRS_ME601,48.9,C,5.0,60.0,6,2026-2027
25394,STU2024ME0793,CRS_ME602,69.6,B+,7.0,62.3,6,2026-2027
25395,STU2024ME0793,CRS_ME603,34.5,F,0.0,81.9,6,2026-2027
25396,STU2024ME0793,CRS_ME701,42.7,C,5.0,62.1,7,2027-2028
25397,STU2024ME0793,CRS_ME702,72.1,A,8.0,72.6,7,2027-2028
25398,STU2024ME0793,CRS_ME703,60.7,B+,7.0,63.3,7,2027-2028
25399,STU2024ME0793,CRS_ME801,77.8,A,8.0,60.3,8,2027-2028
25400,STU2024ME0793,CRS_ME802,36.0,P,4.0,84.2,8,2027-2028
25401,STU2024ME0793,CRS_ME803,93.4,O,10.0,72.5,8,2027-2028
25402,STU2024ME0794,CRS_ME101,80.3,A+,9.0,91.3,1,2021-2022
25403,STU2024ME0794,CRS_ME102,93.2,O,10.0,89.6,1,2021-2022
25404,STU2024ME0794,CRS_ME103,84.6,A+,9.0,89.6,1,2021-2022
25405,STU2024ME0794,CRS_ME104,70.0,A,8.0,80.9,1,2021-2022
25406,STU2024ME0794,CRS_ME201,82.3,A+,9.0,76.7,2,2021-2022
25407,STU2024ME0794,CRS_ME202,90.1,O,10.0,88.2,2,2021-2022
25408,STU2024ME0794,CRS_ME203,78.3,A,8.0,86.2,2,2021-2022
25409,STU2024ME0794,CRS_ME301,80.0,A+,9.0,84.7,3,2022-2023
25410,STU2024ME0794,CRS_ME302,65.1,B+,7.0,87.3,3,2022-2023
25411,STU2024ME0794,CRS_ME303,80.5,A+,9.0,85.7,3,2022-2023
25412,STU2024ME0794,CRS_ME401,74.6,A,8.0,84.8,4,2022-2023
25413,STU2024ME0794,CRS_ME402,69.9,B+,7.0,80.4,4,2022-2023
25414,STU2024ME0794,CRS_ME403,85.7,A+,9.0,83.6,4,2022-2023
25415,STU2024ME0794,CRS_ME501,58.6,B,6.0,86.6,5,2023-2024
25416,STU2024ME0794,CRS_ME502,78.7,A,8.0,88.6,5,2023-2024
25417,STU2024ME0794,CRS_ME503,82.5,A+,9.0,80.0,5,2023-2024
25418,STU2024ME0794,CRS_ME601,99.0,O,10.0,90.5,6,2023-2024
25419,STU2024ME0794,CRS_ME602,72.6,A,8.0,86.2,6,2023-2024
25420,STU2024ME0794,CRS_ME603,92.0,O,10.0,80.7,6,2023-2024
25421,STU2024ME0794,CRS_ME701,74.2,A,8.0,85.6,7,2024-2025
25422,STU2024ME0794,CRS_ME702,64.9,B+,7.0,81.5,7,2024-2025
25423,STU2024ME0794,CRS_ME703,64.6,B+,7.0,88.1,7,2024-2025
25424,STU2024ME0794,CRS_ME801,74.7,A,8.0,75.6,8,2024-2025
25425,STU2024ME0794,CRS_ME802,63.3,B+,7.0,78.1,8,2024-2025
25426,STU2024ME0794,CRS_ME803,95.6,O,10.0,83.9,8,2024-2025
25427,STU2024ME0795,CRS_ME101,85.4,A+,9.0,91.7,1,2022-2023
25428,STU2024ME0795,CRS_ME102,96.4,O,10.0,89.4,1,2022-2023
25429,STU2024ME0795,CRS_ME103,95.1,O,10.0,93.6,1,2022-2023
25430,STU2024ME0795,CRS_ME104,90.1,O,10.0,89.7,1,2022-2023
25431,STU2024ME0795,CRS_ME201,87.1,A+,9.0,96.4,2,2022-2023
25432,STU2024ME0795,CRS_ME202,88.3,A+,9.0,97.2,2,2022-2023
25433,STU2024ME0795,CRS_ME203,93.7,O,10.0,88.8,2,2022-2023
25434,STU2024ME0795,CRS_ME301,89.4,A+,9.0,90.3,3,2023-2024
25435,STU2024ME0795,CRS_ME302,94.5,O,10.0,92.8,3,2023-2024
25436,STU2024ME0795,CRS_ME303,83.7,A+,9.0,91.5,3,2023-2024
25437,STU2024ME0795,CRS_ME401,90.3,O,10.0,88.2,4,2023-2024
25438,STU2024ME0795,CRS_ME402,85.5,A+,9.0,91.4,4,2023-2024
25439,STU2024ME0795,CRS_ME403,84.8,A+,9.0,89.7,4,2023-2024
25440,STU2024ME0795,CRS_ME501,85.8,A+,9.0,92.9,5,2024-2025
25441,STU2024ME0795,CRS_ME502,92.0,O,10.0,95.3,5,2024-2025
25442,STU2024ME0795,CRS_ME503,72.0,A,8.0,96.9,5,2024-2025
25443,STU2024ME0795,CRS_ME601,91.0,O,10.0,89.0,6,2024-2025
25444,STU2024ME0795,CRS_ME602,76.4,A,8.0,95.2,6,2024-2025
25445,STU2024ME0795,CRS_ME603,97.6,O,10.0,91.6,6,2024-2025
25446,STU2024ME0795,CRS_ME701,90.2,O,10.0,92.0,7,2025-2026
25447,STU2024ME0795,CRS_ME702,84.3,A+,9.0,91.8,7,2025-2026
25448,STU2024ME0795,CRS_ME703,92.9,O,10.0,88.1,7,2025-2026
25449,STU2024ME0795,CRS_ME801,94.9,O,10.0,88.3,8,2025-2026
25450,STU2024ME0795,CRS_ME802,89.1,A+,9.0,94.1,8,2025-2026
25451,STU2024ME0795,CRS_ME803,87.9,A+,9.0,91.1,8,2025-2026
25452,STU2024ME0796,CRS_ME101,87.4,A+,9.0,91.9,1,2023-2024
25453,STU2024ME0796,CRS_ME102,70.2,A,8.0,88.9,1,2023-2024
25454,STU2024ME0796,CRS_ME103,81.2,A+,9.0,80.7,1,2023-2024
25455,STU2024ME0796,CRS_ME104,80.4,A+,9.0,83.0,1,2023-2024
25456,STU2024ME0796,CRS_ME201,84.7,A+,9.0,83.9,2,2023-2024
25457,STU2024ME0796,CRS_ME202,82.3,A+,9.0,87.3,2,2023-2024
25458,STU2024ME0796,CRS_ME203,79.2,A,8.0,90.5,2,2023-2024
25459,STU2024ME0796,CRS_ME301,76.6,A,8.0,90.3,3,2024-2025
25460,STU2024ME0796,CRS_ME302,77.7,A,8.0,77.8,3,2024-2025
25461,STU2024ME0796,CRS_ME303,84.0,A+,9.0,77.6,3,2024-2025
25462,STU2024ME0796,CRS_ME401,83.1,A+,9.0,90.5,4,2024-2025
25463,STU2024ME0796,CRS_ME402,73.7,A,8.0,75.4,4,2024-2025
25464,STU2024ME0796,CRS_ME403,71.9,A,8.0,83.9,4,2024-2025
25465,STU2024ME0796,CRS_ME501,93.6,O,10.0,88.0,5,2025-2026
25466,STU2024ME0796,CRS_ME502,60.0,B+,7.0,88.1,5,2025-2026
25467,STU2024ME0796,CRS_ME503,68.2,B+,7.0,82.1,5,2025-2026
25468,STU2024ME0796,CRS_ME601,77.3,A,8.0,88.9,6,2025-2026
25469,STU2024ME0796,CRS_ME602,88.4,A+,9.0,78.9,6,2025-2026
25470,STU2024ME0796,CRS_ME603,86.3,A+,9.0,80.5,6,2025-2026
25471,STU2024ME0796,CRS_ME701,75.8,A,8.0,83.3,7,2026-2027
25472,STU2024ME0796,CRS_ME702,60.4,B+,7.0,82.5,7,2026-2027
25473,STU2024ME0796,CRS_ME703,97.9,O,10.0,91.4,7,2026-2027
25474,STU2024ME0796,CRS_ME801,69.1,B+,7.0,89.9,8,2026-2027
25475,STU2024ME0796,CRS_ME802,78.2,A,8.0,75.3,8,2026-2027
25476,STU2024ME0796,CRS_ME803,81.7,A+,9.0,82.5,8,2026-2027
25477,STU2024ME0797,CRS_ME101,87.5,A+,9.0,90.7,1,2024-2025
25478,STU2024ME0797,CRS_ME102,74.4,A,8.0,82.7,1,2024-2025
25479,STU2024ME0797,CRS_ME103,62.7,B+,7.0,84.8,1,2024-2025
25480,STU2024ME0797,CRS_ME104,60.1,B+,7.0,79.7,1,2024-2025
25481,STU2024ME0797,CRS_ME201,72.2,A,8.0,91.8,2,2024-2025
25482,STU2024ME0797,CRS_ME202,83.1,A+,9.0,76.9,2,2024-2025
25483,STU2024ME0797,CRS_ME203,74.6,A,8.0,89.8,2,2024-2025
25484,STU2024ME0797,CRS_ME301,58.9,B,6.0,81.0,3,2025-2026
25485,STU2024ME0797,CRS_ME302,71.1,A,8.0,89.5,3,2025-2026
25486,STU2024ME0797,CRS_ME303,87.1,A+,9.0,79.7,3,2025-2026
25487,STU2024ME0797,CRS_ME401,54.4,B,6.0,78.7,4,2025-2026
25488,STU2024ME0797,CRS_ME402,71.5,A,8.0,82.2,4,2025-2026
25489,STU2024ME0797,CRS_ME403,86.2,A+,9.0,87.7,4,2025-2026
25490,STU2024ME0797,CRS_ME501,67.0,B+,7.0,81.1,5,2026-2027
25491,STU2024ME0797,CRS_ME502,75.8,A,8.0,82.0,5,2026-2027
25492,STU2024ME0797,CRS_ME503,82.6,A+,9.0,80.3,5,2026-2027
25493,STU2024ME0797,CRS_ME601,97.0,O,10.0,84.8,6,2026-2027
25494,STU2024ME0797,CRS_ME602,83.4,A+,9.0,77.3,6,2026-2027
25495,STU2024ME0797,CRS_ME603,63.0,B+,7.0,83.8,6,2026-2027
25496,STU2024ME0797,CRS_ME701,89.3,A+,9.0,81.2,7,2027-2028
25497,STU2024ME0797,CRS_ME702,76.9,A,8.0,90.0,7,2027-2028
25498,STU2024ME0797,CRS_ME703,61.8,B+,7.0,78.8,7,2027-2028
25499,STU2024ME0797,CRS_ME801,54.4,B,6.0,76.5,8,2027-2028
25500,STU2024ME0797,CRS_ME802,59.9,B,6.0,82.2,8,2027-2028
25501,STU2024ME0797,CRS_ME803,68.9,B+,7.0,83.3,8,2027-2028
25502,STU2024ME0798,CRS_ME101,73.8,A,8.0,76.6,1,2022-2023
25503,STU2024ME0798,CRS_ME102,77.3,A,8.0,76.0,1,2022-2023
25504,STU2024ME0798,CRS_ME103,82.6,A+,9.0,89.1,1,2022-2023
25505,STU2024ME0798,CRS_ME104,60.3,B+,7.0,79.3,1,2022-2023
25506,STU2024ME0798,CRS_ME201,67.1,B+,7.0,85.2,2,2022-2023
25507,STU2024ME0798,CRS_ME202,75.2,A,8.0,83.2,2,2022-2023
25508,STU2024ME0798,CRS_ME203,74.3,A,8.0,82.0,2,2022-2023
25509,STU2024ME0798,CRS_ME301,77.6,A,8.0,86.0,3,2023-2024
25510,STU2024ME0798,CRS_ME302,71.7,A,8.0,75.9,3,2023-2024
